[0, 3, 67, 19, -88, -17, 10, 0, 0, 0, 0, 25, -100, 96]
[0, 1, -15, -105, -43, 16, 40, 0, 0, 0, 0, 25, -92, 94]
[0, 1, -15, -105, -36, -30, 40, 0, 0, 0, 0, 25, -92, 94]
[0, 3, -93, 73, 40, -39, 10, 0, 0, 0, 0, 25, -102, 96]
[0, 3, 99, 121, 33, -60, 10, 0, 0, 0, 0, 25, -103, 94]
[0, 1, -15, -105, -28, -72, 40, 0, 0, 0, 0, 25, -92, 95]
[0, 1, -15, -105, -20, -122, 40, 0, 0, 0, 0, 25, -92, 95]
[0, 3, -29, -64, -8, 40, 10, 0, 0, 0, 0, 25, -101, 94]
[0, 3, 35, 122, 6, 16, 10, 0, 0, 0, 0, 25, -101, 94]
[0, 1, -15, -105, -12, 83, 40, 0, 0, 0, 0, 25, -92, 95]
[0, 3, -117, 127, 3, -6, 10, 0, 0, 0, 0, 25, -102, 94]
[0, 1, -15, -105, -4, 37, 40, 0, 0, 0, 0, 25, -92, 95]
[0, 1, -15, -105, 3, -9, 40, 0, 0, 0, 0, 25, -92, 95]
[0, 3, -29, 105, 6, -29, 10, 0, 0, 0, 0, 25, -101, 94]
[0, 1, -15, -105, 11, -54, 40, 0, 0, 0, 0, 25, -92, 95]
[0, 3, -93, -20, 3, -51, 10, 0, 0, 0, 0, 25, -102, 94]
[0, 1, -15, -105, 19, -107, 40, 0, 0, 0, 0, 25, -92, 95]
[0, 3, 35, 3, -26, 47, 10, 0, 0, 0, 0, 25, -87, 94]
[0, 1, -15, -105, 27, 100, 40, 0, 0, 0, 0, 25, -92, 95]
[0, 3, 87, -117, 110, 1, 10, 0, 0, 0, 0, 26, 23, 94]
[0, 1, -15, -105, 35, 54, 40, 0, 0, 0, 0, 25, -91, 95]
[0, 3, 67, -57, 123, -24, 10, 0, 0, 0, 0, 26, 61, 94]
[0, 1, -15, -105, 43, 2, 40, 0, 0, 0, 0, 25, -92, 95]
[0, 1, -15, -105, 50, -47, 40, 0, 0, 0, 0, 25, -90, 95]
[0, 3, -29, -52, 6, -48, 10, 0, 0, 0, 0, 26, 92, 94]
[0, 3, 35, -7, 85, 54, 10, 0, 0, 0, 0, 26, 116, 94]
[0, 1, -15, -104, 58, -96, 40, 0, 0, 0, 0, 25, -89, 95]
[0, 3, -29, -84, 72, 34, 10, 0, 0, 0, 0, 26, -121, 94]
[0, 1, -15, -104, 66, 119, 40, 0, 0, 0, 0, 25, -90, 95]
[0, 1, -15, -104, 74, 64, 40, 0, 0, 0, 0, 25, -92, 95]
[0, 3, 11, 53, 97, 7, 10, 0, 0, 0, 0, 26, -104, 94]
[0, 1, -15, -104, 82, 21, 40, 0, 0, 0, 0, 25, -92, 95]
[0, 3, -45, -122, -37, -15, 10, 0, 0, 0, 0, 26, -91, 94]
[0, 1, -15, -104, 89, -30, 40, 0, 0, 0, 0, 25, -90, 95]
[0, 1, -15, -104, 97, -74, 40, 0, 0, 0, 0, 25, -89, 95]
[0, 3, 35, 15, 100, -61, 10, 0, 0, 0, 0, 26, -70, 94]
[0, 3, 99, 59, -77, 41, 10, 0, 0, 0, 0, 26, -61, 94]
[0, 1, -15, -104, 113, 85, 40, 0, 0, 0, 0, 25, -88, 95]
[0, 3, 35, -115, -69, 17, 10, 0, 0, 0, 0, 26, -53, 94]
[0, 1, -15, -104, 121, 38, 40, 0, 0, 0, 0, 25, -88, 95]
[0, 3, -53, -83, 64, -6, 10, 0, 0, 0, 0, 26, -46, 94]
[0, 1, -15, -104, -128, -16, 40, 0, 0, 0, 0, 25, -89, 96]
[0, 3, 35, 14, 11, -66, 10, 0, 0, 0, 0, 26, -48, 95]
[0, 1, -15, -104, -120, -60, 40, 0, 0, 0, 0, 25, -90, 96]
[0, 1, -15, -104, -112, -103, 40, 0, 0, 0, 0, 25, -88, 96]
[0, 3, 35, 14, 27, 104, 10, 0, 0, 0, 0, 26, -73, 95]
[0, 1, -15, -104, -104, 103, 40, 0, 0, 0, 0, 25, -87, 96]
[0, 3, 35, 14, 35, 53, 10, 0, 0, 0, 0, 26, -80, 95]
[0, 3, 35, 14, 43, 5, 10, 0, 0, 0, 0, 26, -78, 95]
[0, 1, -15, -104, -96, 54, 40, 0, 0, 0, 0, 25, -86, 96]
[0, 1, -15, -104, -88, 9, 40, 0, 0, 0, 0, 25, -86, 96]
[0, 3, 35, 14, 50, -40, 10, 0, 0, 0, 0, 26, -80, 95]
[0, 3, 35, 15, 58, -96, 10, 0, 0, 0, 0, 26, -84, 95]
[0, 1, -15, -104, -81, -46, 40, 0, 0, 0, 0, 25, -87, 96]
[0, 3, 35, 15, 66, 116, 10, 0, 0, 0, 0, 26, -95, 95]
[0, 1, -15, -104, -73, -90, 40, 0, 0, 0, 0, 25, -86, 96]
[0, 1, -15, -104, -65, 115, 40, 0, 0, 0, 0, 25, -87, 96]
[0, 3, 35, 15, 74, 65, 10, 0, 0, 0, 0, 26, -103, 95]
[0, 3, 35, 15, 82, 17, 10, 0, 0, 0, 0, 26, -114, 95]
[0, 1, -15, -104, -57, 67, 40, 0, 0, 0, 0, 25, -85, 96]
[0, 3, 35, 15, 89, -29, 10, 0, 0, 0, 0, 26, 72, 95]
[0, 1, -15, -104, -49, 21, 40, 0, 0, 0, 0, 25, -86, 96]
[0, 3, 35, 15, 97, -78, 10, 0, 0, 0, 0, 25, -14, 95]
[0, 1, -15, -104, -42, -27, 40, 0, 0, 0, 0, 25, -86, 96]
[0, 1, -15, -104, -34, -74, 40, 0, 0, 0, 0, 25, -85, 96]
[0, 3, 35, 15, 105, -124, 10, 0, 0, 0, 0, 25, -73, 95]
[0, 3, 35, 15, 113, 79, 10, 0, 0, 0, 0, 25, 112, 95]
[0, 1, -15, -104, -26, -127, 40, 0, 0, 0, 0, 25, -85, 96]
[0, 3, 35, 15, 121, 34, 10, 0, 0, 0, 0, 25, 41, 95]
[0, 1, -15, -104, -18, 84, 40, 0, 0, 0, 0, 25, -86, 96]
[0, 3, 35, 15, -128, -18, 10, 0, 0, 0, 0, 24, -20, 95]
[0, 1, -15, -104, -10, 33, 40, 0, 0, 0, 0, 25, -87, 96]
[0, 3, 35, 15, -120, -58, 10, 0, 0, 0, 0, 24, -92, 95]
[0, 1, -15, -104, -3, -7, 40, 0, 0, 0, 0, 25, -85, 96]
[0, 3, 35, 15, -112, -112, 10, 0, 0, 0, 0, 24, 95, 95]
[0, 1, -15, -104, 5, -61, 40, 0, 0, 0, 0, 25, -85, 96]
[0, 3, 35, 15, -104, 97, 10, 0, 0, 0, 0, 24, 21, 95]
[0, 1, -15, -104, 13, -108, 40, 0, 0, 0, 0, 25, -85, 96]
[0, 1, -15, -104, 21, 99, 40, 0, 0, 0, 0, 25, -86, 96]
[0, 3, 35, 15, -88, 4, 10, 0, 0, 0, 0, 23, -96, 96]
[0, 1, -15, -104, 29, 55, -86, 59, -104, 19, 111, 25, -84, 97]
[0, 1, -15, -104, 37, 4, -86, 59, -104, 19, 111, 25, -83, 97]
[0, 3, 35, 15, -81, -47, 10, 0, 0, 0, 0, 23, 102, 96]
[0, 1, -15, -104, 44, -41, -86, 59, -104, 19, 111, 25, -83, 97]
[0, 3, 35, 15, -73, -93, 10, 0, 0, 0, 0, 23, 62, 96]
[0, 3, 35, 15, -65, 109, 10, 0, 0, 0, 0, 23, 12, 96]
[0, 1, -15, -104, 52, -95, -86, 59, -104, 19, 111, 25, -83, 97]
[0, 1, -15, -103, 60, 120, -86, 59, -104, 19, 111, 25, -84, 97]
[0, 3, 35, 15, -57, 69, 10, 0, 0, 0, 0, 22, -30, 96]
[0, 1, -15, -103, 68, 73, -86, 0, 0, 0, 0, 25, -85, 97]
[0, 3, 35, 15, -49, 23, 10, 0, 0, 0, 0, 22, -94, 96]
[0, 1, -15, -103, 76, 17, -86, 0, 0, 0, 0, 25, -86, 97]
[0, 3, 35, 15, -42, -33, 10, 0, 0, 0, 0, 22, 115, 96]
[0, 1, -15, -103, 83, -23, -86, 0, 0, 0, 0, 25, -84, 97]
