[0, 1, 0, 19, 26, 19, 0, 0, 0, 0, 0, 36]
[0, 3, 7, 14, 59, 74, 0, 0, 0, 0, 0, 35]
[0, 3, 39, 19, 56, -14, 0, 0, 0, 0, 0, 35]
[0, 1, 0, 19, 33, -33, 0, 0, 0, 0, 0, 36]
[0, 1, 0, 19, 41, -75, 0, 0, 0, 0, 0, 36]
[0, 3, -25, -14, 37, -85, 0, 0, 0, 0, 0, 35]
[0, 3, 103, -95, -63, 79, 0, 0, 0, 0, 0, 35]
[0, 1, 0, 19, 49, 127, 0, 0, 0, 0, 0, 36]
[0, 1, 0, 19, 57, 86, 0, 0, 0, 0, 0, 36]
[0, 3, -25, -101, 51, -70, 0, 0, 0, 0, 0, 35]
[0, 3, 103, -40, -29, 99, 0, 0, 0, 0, 0, 35]
[0, 1, 0, 19, 65, 35, 0, 0, 0, 0, 0, 36]
[0, 3, 15, -113, -30, 11, 0, 0, 0, 0, 0, 35]
[0, 1, 0, 19, 72, -17, 0, 0, 0, 0, 0, 36]
[0, 1, 0, 19, 80, -59, 0, 0, 0, 0, 0, 36]
[0, 3, 39, -67, -50, -60, 0, 0, 0, 0, 0, 35]
[0, 3, -89, -17, 27, 107, 0, 0, 0, 0, 0, 35]
[0, 1, 0, 19, 88, -112, 0, 0, 0, 0, 0, 36]
[0, 3, -25, 93, 121, -48, 0, 0, 0, 0, 0, 35]
[0, 1, 0, 19, 96, 99, 0, 0, 0, 0, 0, 36]
[0, 3, 103, 45, -95, -126, 0, 0, 0, 0, 0, 35]
[0, 1, 0, 19, 112, 2, 0, 0, 0, 0, 0, 36]
[0, 3, 39, 104, 81, 44, 0, 0, 0, 0, 0, 35]
[0, 1, 0, 19, 119, -47, 0, 0, 0, 0, 0, 36]
[0, 3, 39, 85, -97, -112, 0, 0, 0, 0, 0, 35]
[0, 1, 0, 19, 127, -90, 0, 0, 0, 0, 0, 36]
[0, 1, 0, 19, -121, 112, 0, 0, 0, 0, 0, 36]
[0, 3, 103, 3, 59, 53, 0, 0, 0, 0, 0, 35]
[0, 3, -25, 113, -104, -102, 0, 0, 0, 0, 0, 35]
[0, 1, 0, 19, -113, 67, 0, 0, 0, 0, 0, 36]
[0, 1, 0, 19, -105, 22, 0, 0, 0, 0, 0, 36]
